1,1,0.8037744434194841
1,2,0.24098475474237704
1,3,0.053474513654179025
1,4,0.002411883292240338
1,5,1.7335517132455262e-08
1,6,1.1093458319195986e-08
1,7,2.175486330510775e-09
2,1,0.6357229905418624
2,2,0.3550741523232727
2,3,0.03557401360049658
2,4,0.018559007945829195
2,5,8.161894824416465e-10
2,6,7.8029165873785e-09
2,7,7.260557010637891e-09
3,1,0.8093130423636153
3,2,0.20137349636333446
3,3,0.15682967474272527
3,4,3.926476725474563e-05
3,5,3.6785308934439435e-09
3,6,6.0134827606822045e-09
3,7,3.705607833228221e-09
4,1,0.6062342532065016
4,2,0.1982111442591798
4,3,0.04411655506061508
4,4,0.009624028320509063
4,5,4.527313932188535e-09
4,6,6.264102535847365e-09
4,7,4.384928041940696e-09
5,1,1.016559157394785
5,2,0.2044370423192571
5,3,0.08394963011178055
5,4,3.1298723748810843e-08
5,5,1.3066806889073498e-08
5,6,5.73698613283531e-09
5,7,4.161826262596156e-09
6,1,0.7819634519991978
6,2,0.27837652132697954
6,3,0.09867448743421366
6,4,0.012202855005507808
6,5,1.0697270882633145e-08
6,6,4.2842531226980495e-09
6,7,2.9334189019258167e-09
7,1,0.6062342527668569
7,2,0.6457251473321872
7,3,0.10005414281462514
7,4,7.754721887434213e-09
7,5,1.0981983770646406e-08
7,6,4.477784526410979e-08
7,7,3.816903058023971e-09
8,1,0.6585858097866475
8,2,0.38676459957735937
8,3,0.03258070629662254
8,4,0.001769654317286139
8,5,6.51349297007336e-09
8,6,2.992508120949448e-08
8,7,5.219489094158449e-09
9,1,1.4522876475254183
9,2,0.34827873843635604
9,3,0.08034362734801298
9,4,0.03154766551887055
9,5,3.181097992898114e-08
9,6,3.597673508759238e-09
9,7,4.145009346780637e-09
10,1,0.6585858097646384
10,2,0.19723800516167972
10,3,0.136098597620633
10,4,1.3418194359141853e-07
10,5,3.0372654639002257e-08
10,6,2.848846830441154e-09
10,7,4.429227082181432e-09
